Surname,First Names,Age,Boarded,Class,Sex,Status
Van Impe,Miss Catharina,10,Southampton,3rd,Female,Dead
Van Impe,Mrs Rosalie Paula,30,Southampton,3rd,Female,Dead
Van Impe,Mr Jean Baptiste,36,Southampton,3rd,Male,Dead
Van Melckebeke,Mr Philemon,23,Southampton,3rd,Male,Dead
Vandercruyssen,Mr Victor,46,Southampton,3rd,Male,Dead
Vanderplancke,Mr Julius,31,Southampton,3rd,Male,Dead
Vanderplancke,Mrs Emelie Maria,31,Southampton,3rd,Female,Dead
Vanderplancke,Miss Augusta Maria,18,Southampton,3rd,Female,Dead
Vanderplancke,Mr Leo Edmondus,15,Southampton,3rd,Male,Dead
Vandewalle,Mr Nestor Cyriel,28,Southampton,3rd,Male,Dead
Vartanian,Mr David,22,Cherbourg,3rd,Male,Dead
Veal,Mr James,40,Southampton,2nd,Male,Dead
Vendel,Mr Olof Edvin,20,Southampton,3rd,Male,Dead
Veström,Miss Hulda Amanda Adolfina,14,Southampton,3rd,Female,Dead
Vovk,Mr Janko,21,Southampton,3rd,Male,Dead
Waelens,Mr Achille,22,Southampton,3rd,Male,Dead
Walker,Mr William Anderson,48,Southampton,1st,Male,Dead
Wallcroft,Miss Ellen “Nellie”,36,Southampton,2nd,Female,Alive
Ward,Miss Annie Moore (Maid to Mrs Charlotte Cardeza),35,Cherbourg,1st,Female,Alive
Ware,Mrs Florence Louise,31,Southampton,2nd,Female,Alive
Ware,Mr William Jeffery,23,Southampton,2nd,Male,Dead
Ware,Mr John James,45,Southampton,2nd,Male,Dead
Ware,Mr Frederick,34,Southampton,3rd,Male,Dead
Warren,Mr Frank Manley,63,Cherbourg,1st,Male,Dead
Warren,Mrs Anna Sophia,60,Cherbourg,1st,Female,Alive
Warren,Mr Charles William,30,Southampton,3rd,Male,Dead
Watson,Mr Ennis Hastings,19,Belfast,2nd,Male,Dead
Watt,Miss Robertha Josephine,12,Southampton,2nd,Female,Alive
Watt,Mrs Elizabeth,40,Southampton,2nd,Female,Alive
Wazli,Mr Yousif Ahmed,23,Cherbourg,3rd,Male,Dead
Webber,Miss Susan,37,Southampton,2nd,Female,Alive
Webber,Mr James,66,Southampton,3rd,Male,Dead
Weir,Colonel John,59,Southampton,1st,Female,Dead
Weisz,Mr Léopold,37,Southampton,2nd,Male,Dead
Weisz,Mrs Mathilde Françoise,37,Southampton,2nd,Female,Alive
Wells,Master Ralph Lester,2,Southampton,2nd,Male,Alive
Wells,Miss Joan,4,Southampton,2nd,Female,Alive
Wells,Mrs Addie Dart,29,Southampton,2nd,Female,Alive
Wennerström,Mr August,27,Southampton,3rd,Male,Alive
West,Miss Barbara Joyce,10m,Southampton,2nd,Female,Alive
West,Miss Constance Mirium,4,Southampton,2nd,Female,Alive
West,Mrs Ada Mary,33,Southampton,2nd,Female,Alive
West,Mr Edwy Arthur,36,Southampton,2nd,Male,Dead
Wheadon,Mr Edward Henry,65,Southampton,2nd,Male,Dead
Wheeler,Mr Edwin Charles,24,Southampton,2nd,Male,Dead
Whilems,Mr Charles,31,Southampton,2nd,Male,Alive
White,Mr Percival Wayland,54,Southampton,1st,Male,Dead
White,Mr Richard Frasar,21,Southampton,1st,Male,Dead
White,Mrs Ella,55,Cherbourg,1st,Female,Alive
Wick,Colonel George Dennick,57,Southampton,1st,Female,Dead
Wick,Miss Mary Natalie,31,Southampton,1st,Female,Alive
Wick,Mrs Mary Peebles,45,Southampton,1st,Female,Alive
Widegren,Mr Carl Peter,51,Southampton,3rd,Male,Dead
Widener,Mr George Dunton,50,Southampton,1st,Male,Dead
Widener,Mr Harry Elkins,27,Southampton,1st,Male,Dead
Widener,Mrs Eleanor,50,Southampton,1st,Female,Alive
Wiklund,Mr Karl Johan,21,Southampton,3rd,Male,Dead
Wiklund,Mr Jakob Alfred,18,Southampton,3rd,Male,Dead
Wilkes,Mrs Ellen,47,Southampton,3rd,Female,Alive
Wilkinson,Mrs Elizabeth Anne,35,Southampton,2nd,Female,Alive
Willard,Miss Constance,21,Southampton,1st,Female,Alive
Willer,Mr Aaron,37,Cherbourg,3rd,Male,Dead
Willey,Mr Edward John,18,Southampton,3rd,Male,Dead
Williams,Mr Howard Hugh,28,Southampton,3rd,Male,Dead
Williams,Mr Richard Norris II,21,Cherbourg,1st,Male,Alive
Williams,Mr Charles Eugene,23,Southampton,2nd,Male,Alive
Williams,Mr Charles Duane,51,Cherbourg,1st,Male,Dead
Williams,Mr Leslie,28,Southampton,3rd,Male,Dead
Williams,Mr Fletcher Fellowes Lambert,43,Southampton,1st,Male,Dead
Wilson,Miss Helen Alice (Maid to Mrs Frederic Oakley Spedden),31,Cherbourg,1st,Female,Alive
Windeløv,Mr Einar,21,Southampton,3rd,Male,Dead
Wirz,Mr Albert,27,Southampton,3rd,Male,Dead
Wiseman,Mr Philippe,54,Southampton,3rd,Male,Dead
Wittevrongel,Mr Camilius Aloysius,36,Southampton,3rd,Male,Dead
Woodward,Mr John Wesley,32,Southampton,2nd,Male,Dead
Woolner,Mr Hugh,45,Southampton,1st,Male,Alive
Wright,Mr George,62,Southampton,1st,Male,Dead
Wright,Miss Marion,26,Southampton,2nd,Female,Alive
Yasbeck,Mr Antoni,27,Cherbourg,3rd,Male,Alive
Yazbeck,Mrs Selini,15,Cherbourg,3rd,Female,Dead
Young,Miss Marie Grice,36,Cherbourg,1st,Female,Alive
Yousseff (Abi Saab),Mr Gerios,26,Cherbourg,3rd,Male,Dead
Youssiff (Sam’Aan),Mr Gerios,45,Cherbourg,3rd,Male,Dead
Yvois,Miss Henriette,24,Southampton,2nd,Female,Dead
Yūsuf,Mrs Kātr īn,24,Cherbourg,3rd,Female,Alive
Zakarian,Mr Ortin,27,Cherbourg,3rd,Male,Dead
Zakarian,Mr Mapriededer,22,Cherbourg,3rd,Male,Dead
Zenni,Mr Philip,22,Cherbourg,3rd,Male,Alive
Zimmermann,Mr Leo,29,Southampton,3rd,Male,Dead
Ådahl,Mr Mauritz,30,Southampton,3rd,Male,Dead
Åhman,Miss Velin,22,Southampton,3rd,Female,Alive
Ödahl,Mr Nils Martin,23,Southampton,3rd,Male,Dead
Østby,Miss Helen Ragnhild,22,Southampton,1st,Female,Alive
